acc,taxid,organism,clade,taxon,slen
DQ356127.1,360853,"Lobelia gibberoa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ356126.1,360855,"Lobelia hypoleuca ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ356125.1,360861,"Lobelia yuccoides ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ356116.1,105189,"Grammatotheca bergiana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ356115.1,239432,"Canarina canariensis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ267165.1,210369,"Tribulus terrestris ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1419
DQ267164.1,43879,"Peganum harmala ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1400
DQ267159.1,357930,"Nitraria sphaerocarpa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1419
DQ352384.1,63359,"Liquidambar formosana voucher Ickert-Bond 1291 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1440
DQ352383.1,63360,"Liquidambar orientalis voucher Aksoy 5204 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1440
DQ352382.1,4400,"Liquidambar macrophylla voucher Ickert-Bond 1390 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1434
DQ352381.1,4400,"Liquidambar styraciflua voucher Wen 7169 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1444
DQ352380.1,63358,"Liquidambar acalycina voucher Wen 8146_11 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1432
DQ352379.1,99443,"Altingia gracilipes voucher Ickert-Bond 1379 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1429
DQ352378.1,366470,"Altingia yunnanensis voucher Ickert-Bond 1295 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1429
DQ352377.1,100935,"Altingia obovata voucher Ickert-Bond 1356 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1432
DQ352376.1,3020272,"Altingia chinensis voucher Ickert-Bond 1261 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1439
DQ352375.1,159571,"Altingia siamensis voucher Ickert-Bond 1281 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1434
DQ352374.1,64109,"Altingia excelsa voucher E. A. Widjaja. s.n. ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1427
DQ352373.1,54456,"Rhodoleia championii voucher Ickert-Bond 1293 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1400
DQ352372.1,96569,"Exbucklandia tonkinensis voucher Ickert-Bond 1269 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1432
DQ352371.1,66699,"Tetrathyrium subcordatum voucher Ickert-Bond 1264 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1427
DQ352370.1,64118,"Loropetalum chinense voucher Ickert-Bond 1325 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1419
DQ352369.1,50993,"Corylopsis pauciflora voucher Ickert-Bond 1400 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1422
DQ352368.1,4397,"Hamamelis virginiana voucher Wen 6229 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1410
DQ352367.1,4396,"Hamamelis mollis voucher Wen 5519 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1403
DQ340449.1,161874,"Alangium kurzii voucher Xiang s.n. ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1403
DQ340445.1,4284,"Cornus racemosa voucher Arn.Arb. 599 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1410
DQ310505.1,29742,"Comptonia peregrina voucher Meagher sn (E) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds",Eudicots,eudicotyledons,1428
DQ268873.1,357975,"Lobelia vivaldii voucher EB Knox 90 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ250750.1,357459,"Luetkea pectinata ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1474
DQ250749.1,120385,"Kerria japonica ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1474
DQ250748.1,190010,"Stephanandra tanakae ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1474
DQ250747.1,141002,"Gillenia stipulata ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1474
DQ133822.1,344354,"Schizeilema nitens ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133821.1,126695,"Schefflera elegantissima ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133819.1,344343,"Pozoa coriacea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133816.1,344340,"Neosciadium glochidiatum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133815.1,344335,"Laretia acaulis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133813.1,82091,"Hydrocotyle vulgaris ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133811.1,40689,"Heteromorpha arborescens ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133810.1,344351,"Hermas villosa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133809.1,344350,"Gymnophyton flexuosum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133808.1,155276,"Eryngium giganteum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133807.1,2708236,"Eleutherococcus setchuenensis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133806.1,344331,"Drusa glandulosa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133804.1,344349,"Bowlesia palmata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133802.1,225208,"Azorella monantha ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133801.1,225205,"Azorella fuegiana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133800.1,344348,"Azorella aretioides ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133799.1,344347,"Asteriscium chilense ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133798.1,54703,"Angelica sylvestris ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ133796.1,105886,"Eleutherococcus sessiliflorus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
DQ017800.1,68867,"Harveya capensis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) mRNA, complete cds; chloroplast",Eudicots,eudicotyledons,1434
DQ017799.1,315446,"Harveya stenosiphon ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) mRNA, complete cds; chloroplast",Eudicots,eudicotyledons,1434
DQ017798.1,332466,"Harveya coccinea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) mRNA, complete cds; chloroplast",Eudicots,eudicotyledons,1434
DQ017797.1,46049,"Hyobanche sanguinea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) pseudogene mRNA, complete sequence; chloroplast",Eudicots,eudicotyledons,1421
DQ017796.1,93806,"Hyobanche glabrata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) pseudogene mRNA, complete sequence; chloroplast",Eudicots,eudicotyledons,1431
AY905417.1,312925,"Rotala ramosior ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1403
AY905416.1,312924,"Pleurophora anomala ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1415
AY905415.1,1053367,"Peplis portula ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1409
AY905414.1,259999,"Nesaea aspera ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit-like (rbcL) gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1409
AY905413.1,141191,"Lawsonia inermis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1409
AY905412.1,141186,"Lagerstroemia indica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit-like (rbcL) gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1402
AY905411.1,312923,"Lafoensia acuminata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1418
AY905406.1,162018,"Decodon verticillatus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1413
AY905405.1,312918,"Capuronia madagascariensis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit-like (rbcL) gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1420
AY905404.1,312916,"Ammannia latifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1404
AY905403.1,312915,"Adenaria floribunda ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit-like (rbcL) gene, partial sequence; chloroplast",Eudicots,eudicotyledons,1413
AY904420.1,321576,"Delonix brachycarpa voucher Phillipson 3081 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1407
AY947535.1,326441,"Monotaxis megacarpa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Eudicots,eudicotyledons,1408
AY968526.1,244770,"Seyrigia humbertii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Eudicots,eudicotyledons,1421
AY968525.1,48238,"Neoalsomitra sarcophylla ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Eudicots,eudicotyledons,1421
AY968524.1,48242,"Marah macrocarpus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Eudicots,eudicotyledons,1421
AY968523.1,182084,"Gynostemma pentaphyllum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Eudicots,eudicotyledons,1418
AY973488.1,328749,"Poga oleosa ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1461
AY973487.1,328797,"Anisophyllea sororia ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1470
AY973486.1,328796,"Anisophyllea purpurascens ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1470
AY973484.1,328794,"Anisophyllea polyneura ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1474
AY973483.1,328793,"Anisophyllea obtusifolia ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1477
AY973482.1,328792,"Anisophyllea myriosticta ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1485
AY973481.1,328791,"Anisophyllea meniaudi ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1477
AY973479.1,106631,"Anisophyllea disticha ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1469
AY973478.1,328790,"Anisophyllea cinnamomoides ribulose-1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1439
AY935747.1,254159,"Lagenaria breviflora isolate 28 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Eudicots,eudicotyledons,1421
AY935745.1,60423,"Fagus grandifolia isolate 26 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Eudicots,eudicotyledons,1412
AY935733.1,324807,"Parnassia tenella isolate 14 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Eudicots,eudicotyledons,1421
AY935731.1,38862,"Parnassia palustris isolate 12 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid",Eudicots,eudicotyledons,1421
AY919280.1,324797,"Thomandersia laurifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
AY919279.1,324796,"Thomandersia hensii ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
AY919277.1,192255,"Ceratotheca triloba ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1402
AY794984.1,316746,"Thyrsanthera suborbicularis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1408
AY794983.1,316652,"Rockinghamia brevipes ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1405
AY794982.1,316808,"Moultonianthus leembruggianus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1408
AY794981.1,316739,"Paranecepsia alchorneifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1405
AY794980.1,316680,"Leucocroton microphyllus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1408
AY794978.1,316640,"Homonoia riparia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1408
AY794977.1,316839,"Gymnanthes cf. albicans HAJB-81718 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1408
AY794976.1,316721,"Grossera macrantha ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1408
AY794975.1,316677,"Enriquebeltrania crenatifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1408
AY794974.1,316715,"Cyrtogonone argentea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1408
AY794973.1,316812,"Cubanthus umbelliformis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1408
AY794972.1,316675,"Crotonogynopsis usambarica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Eudicots,eudicotyledons,1408
