acc,taxid,slen,organelle_class
NC_020464.1,1292141,16609,mitochondrion
NC_020465.1,980415,16277,mitochondrion
NC_020466.1,1286312,16609,mitochondrion
NC_020467.1,1286311,16616,mitochondrion
NC_020468.1,411569,16887,mitochondrion
NC_020569.1,925459,16802,mitochondrion
NC_020570.1,30414,16786,mitochondrion
NC_020571.1,9118,16677,mitochondrion
NC_020572.1,1171711,16696,mitochondrion
NC_020573.1,9111,16541,mitochondrion
NC_020575.1,30415,16715,mitochondrion
NC_020576.1,9117,16651,mitochondrion
NC_020577.1,40816,16649,mitochondrion
NC_020578.1,40818,16650,mitochondrion
NC_020579.1,40817,16646,mitochondrion
NC_020580.1,2717061,16693,mitochondrion
NC_020581.1,2717063,16549,mitochondrion
NC_020582.1,1977160,16697,mitochondrion
NC_020583.1,388974,16726,mitochondrion
NC_020585.1,9078,16686,mitochondrion
NC_020586.1,9071,16728,mitochondrion
NC_020587.1,9061,16696,mitochondrion
NC_020588.1,114919,16695,mitochondrion
NC_020589.1,228249,16707,mitochondrion
NC_020590.1,9088,16677,mitochondrion
NC_020591.1,1155787,16673,mitochondrion
NC_020596.1,72873,17945,mitochondrion
NC_020597.1,173226,18118,mitochondrion
NC_020598.1,173228,17929,mitochondrion
NC_020599.1,173227,18154,mitochondrion
NC_020600.1,173221,17932,mitochondrion
NC_020601.1,173222,17923,mitochondrion
NC_020602.1,173223,17916,mitochondrion
NC_020603.1,173224,17965,mitochondrion
NC_020605.1,72875,18030,mitochondrion
NC_020606.1,263549,16589,mitochondrion
NC_020607.1,395280,151076,photosynthetic plastid
NC_020608.1,328518,16680,mitochondrion
NC_020609.1,460893,15824,mitochondrion
NC_020610.1,2769484,17747,mitochondrion
NC_020611.1,7807,16706,mitochondrion
NC_020613.1,459760,16709,mitochondrion
NC_020614.1,9917,16322,mitochondrion
NC_020615.1,27596,16357,mitochondrion
NC_020616.1,97363,16358,mitochondrion
NC_020617.1,9970,16359,mitochondrion
NC_020618.1,303930,16399,mitochondrion
NC_020619.1,9947,16405,mitochondrion
NC_020620.1,69298,16408,mitochondrion
NC_020621.1,330465,16457,mitochondrion
NC_020622.1,48167,16640,mitochondrion
NC_020623.1,72542,16716,mitochondrion
NC_020624.1,72543,16705,mitochondrion
NC_020625.1,80419,16561,mitochondrion
NC_020627.1,9931,16385,mitochondrion
NC_020628.1,37179,16712,mitochondrion
NC_020629.1,34865,16441,mitochondrion
NC_020630.1,34873,16604,mitochondrion
NC_020631.1,37176,16431,mitochondrion
NC_020632.1,59542,16737,mitochondrion
NC_020633.1,34869,16434,mitochondrion
NC_020634.1,581055,16398,mitochondrion
NC_020635.1,157107,16389,mitochondrion
NC_020636.1,476809,15122,mitochondrion
NC_020637.1,36240,16559,mitochondrion
NC_020638.1,9668,16523,mitochondrion
NC_020639.1,36239,16512,mitochondrion
NC_020640.1,3370370,16543,mitochondrion
NC_020641.1,452646,16552,mitochondrion
NC_020642.1,9660,16514,mitochondrion
NC_020643.1,9659,16530,mitochondrion
NC_020644.1,204267,16587,mitochondrion
NC_020645.1,139309,16481,mitochondrion
NC_020646.1,30554,16425,mitochondrion
NC_020647.1,9651,16388,mitochondrion
NC_020648.1,30548,16538,mitochondrion
NC_020649.1,244217,16494,mitochondrion
NC_020650.1,294368,16447,mitochondrion
NC_020651.1,764547,16627,mitochondrion
NC_020652.1,135584,16557,mitochondrion
NC_020653.1,27688,16637,mitochondrion
NC_020654.1,764557,16616,mitochondrion
NC_020655.1,764558,16619,mitochondrion
NC_020657.1,34837,16816,mitochondrion
NC_020658.1,43321,17016,mitochondrion
NC_020659.1,61871,16216,mitochondrion
NC_020660.1,61880,16830,mitochondrion
NC_020661.1,10160,16798,mitochondrion
NC_020662.1,58236,15413,mitochondrion
NC_020663.1,58243,15424,mitochondrion
NC_020664.1,76720,16288,mitochondrion
NC_020665.1,204958,16981,mitochondrion
NC_020666.1,373033,16605,mitochondrion
NC_020667.1,170207,16561,mitochondrion
NC_020668.1,260624,16604,mitochondrion
NC_020669.1,95912,17112,mitochondrion
NC_020670.1,9678,17138,mitochondrion
NC_020671.1,13537,16505,mitochondrion
NC_020672.1,316406,16582,mitochondrion
NC_020673.1,48169,16528,mitochondrion
NC_020674.1,59515,16751,mitochondrion
NC_020675.1,9897,16422,mitochondrion
NC_020676.1,59517,16373,mitochondrion
NC_020677.1,9852,16417,mitochondrion
NC_020678.1,59523,16444,mitochondrion
NC_020679.1,9891,16352,mitochondrion
NC_020680.1,30531,16349,mitochondrion
NC_020681.1,57737,16375,mitochondrion
NC_020682.1,248133,16359,mitochondrion
NC_020683.1,72540,16624,mitochondrion
NC_020684.1,9858,16358,mitochondrion
NC_020685.1,129222,16435,mitochondrion
NC_020686.1,129223,16427,mitochondrion
NC_020687.1,97360,16434,mitochondrion
NC_020689.1,70738,16427,mitochondrion
NC_020690.1,69299,16429,mitochondrion
NC_020693.1,129230,16431,mitochondrion
NC_020694.1,50347,16426,mitochondrion
NC_020695.1,129231,16430,mitochondrion
NC_020696.1,103583,16371,mitochondrion
NC_020697.1,56798,16396,mitochondrion
NC_020698.1,59528,16412,mitochondrion
NC_020699.1,9927,16410,mitochondrion
NC_020700.1,30532,16330,mitochondrion
NC_020701.1,1027983,16378,mitochondrion
NC_020702.1,69304,16418,mitochondrion
NC_020703.1,69300,16435,mitochondrion
NC_020704.1,69301,16427,mitochondrion
NC_020705.1,37751,16432,mitochondrion
NC_020706.1,1088686,16434,mitochondrion
NC_020707.1,69302,16447,mitochondrion
NC_020708.1,69303,16439,mitochondrion
NC_020709.1,69307,16440,mitochondrion
NC_020710.1,59529,16433,mitochondrion
NC_020711.1,371035,16410,mitochondrion
NC_020712.1,37186,16436,mitochondrion
NC_020714.1,666915,16225,mitochondrion
NC_020715.1,9962,16427,mitochondrion
NC_020716.1,69311,16438,mitochondrion
NC_020717.1,66434,16468,mitochondrion
NC_020718.1,1027994,16402,mitochondrion
NC_020719.1,43334,16478,mitochondrion
NC_020720.1,52407,16355,mitochondrion
NC_020721.1,1088028,16429,mitochondrion
NC_020722.1,1088030,16448,mitochondrion
NC_020723.1,561742,16448,mitochondrion
NC_020724.1,67940,16377,mitochondrion
NC_020725.1,27591,16381,mitochondrion
NC_020726.1,69306,16379,mitochondrion
NC_020727.1,3371133,16389,mitochondrion
NC_020728.1,66442,16399,mitochondrion
NC_020729.1,9872,16482,mitochondrion
NC_020730.1,86973,16422,mitochondrion
NC_020731.1,66444,16526,mitochondrion
NC_020732.1,39411,16680,mitochondrion
NC_020733.1,59536,16392,mitochondrion
NC_020734.1,59552,16589,mitochondrion
NC_020735.1,907741,16440,mitochondrion
NC_020736.1,907742,16451,mitochondrion
NC_020737.1,273791,16693,mitochondrion
NC_020738.1,157669,16546,mitochondrion
NC_020739.1,3371151,16426,mitochondrion
NC_020740.1,163861,16347,mitochondrion
NC_020741.1,59544,16392,mitochondrion
NC_020742.1,59555,16434,mitochondrion
NC_020744.1,1088129,16355,mitochondrion
NC_020745.1,1088130,16434,mitochondrion
NC_020746.1,34875,16375,mitochondrion
NC_020747.1,119562,16437,mitochondrion
NC_020748.1,66437,16399,mitochondrion
NC_020749.1,69297,16349,mitochondrion
NC_020750.1,9945,16397,mitochondrion
NC_020751.1,66440,16402,mitochondrion
NC_020752.1,9946,16382,mitochondrion
NC_020753.1,1088131,16333,mitochondrion
NC_020754.1,1026970,16409,mitochondrion
NC_020755.1,30637,16406,mitochondrion
NC_020756.1,164324,16408,mitochondrion
NC_020757.1,191382,16402,mitochondrion
NC_020758.1,10068,16217,mitochondrion
NC_020759.1,99490,16109,mitochondrion
NC_020760.1,348707,16739,mitochondrion
NC_020761.1,59296,16864,mitochondrion
NC_020762.1,59861,16744,mitochondrion
NC_020763.1,89337,16754,mitochondrion
NC_020764.1,348696,16526,mitochondrion
NC_020765.1,348708,16737,mitochondrion
NC_020766.1,63824,16357,mitochondrion
NC_020768.1,123217,15412,mitochondrion
NC_020769.1,59189,15336,mitochondrion
NC_020771.1,7666,15709,mitochondrion
NC_020772.1,1244200,15739,mitochondrion
NC_020774.1,1260738,15944,mitochondrion
NC_020775.1,1260739,15652,mitochondrion
NC_020776.1,1260745,15618,mitochondrion
NC_020777.1,1260746,15515,mitochondrion
NC_020778.1,1260741,15536,mitochondrion
NC_020779.1,596724,15330,mitochondrion
NC_020780.1,1078808,15299,mitochondrion
NC_020781.1,263550,16590,mitochondrion
NC_020782.1,327828,16682,mitochondrion
NC_020783.1,1302777,16663,mitochondrion
NC_020784.1,306583,16389,mitochondrion
NC_020785.1,160715,16893,mitochondrion
NC_020786.1,1124596,18562,mitochondrion
NC_020788.1,73823,16343,mitochondrion
NC_020789.1,72545,16438,mitochondrion
NC_020791.1,348150,16632,mitochondrion
NC_020792.1,61882,16863,mitochondrion
NC_020793.1,344753,16518,mitochondrion
NC_020794.1,59554,16439,mitochondrion
NC_020795.1,2769,180086,photosynthetic plastid
NC_021001.1,365029,16394,mitochondrion
NC_021075.1,48942,178981,photosynthetic plastid
NC_021090.1,378393,15178,mitochondrion
NC_021091.1,3914,151683,photosynthetic plastid
NC_021092.1,3914,404466,mitochondrion
NC_021093.1,529880,13519,mitochondrion
NC_021100.1,1035836,14841,mitochondrion
NC_021101.1,23250,157312,photosynthetic plastid
NC_021102.1,106773,154498,photosynthetic plastid
NC_021103.1,1007316,15590,mitochondrion
NC_021104.1,5763,49531,mitochondrion
NC_021105.1,466049,16820,mitochondrion
NC_021106.1,476251,16342,mitochondrion
NC_021107.1,109291,16535,mitochondrion
NC_021108.1,330485,20375,mitochondrion
NC_021109.1,330485,269857,photosynthetic plastid
NC_021110.1,147282,134337,photosynthetic plastid
NC_021111.1,161395,102657,photosynthetic plastid
NC_021112.1,1031547,9406,mitochondrion
NC_021119.1,187021,17285,mitochondrion
NC_021120.1,6325,14583,mitochondrion
NC_021121.1,1265925,156506,photosynthetic plastid
NC_021122.1,262080,16498,mitochondrion
NC_021123.1,152600,15701,mitochondrion
NC_021124.1,505711,67656,mitochondrion
NC_021125.1,392300,70177,mitochondrion
NC_021126.1,221721,65327,mitochondrion
NC_021127.1,143017,100252,mitochondrion
NC_021128.1,221724,69158,mitochondrion
NC_021130.1,1302737,18523,mitochondrion
NC_021132.1,2704970,17658,mitochondrion
NC_021133.1,428845,16524,mitochondrion
NC_021134.1,91743,16771,mitochondrion
NC_021135.1,304461,13780,mitochondrion
NC_021136.1,358390,16492,mitochondrion
NC_021137.1,9238,17486,mitochondrion
NC_021138.1,6203,13704,mitochondrion
NC_021139.1,432621,13689,mitochondrion
NC_021140.1,1035110,13483,mitochondrion
NC_021141.1,1434711,13482,mitochondrion
NC_021142.1,1434709,13792,mitochondrion
NC_021143.1,1434714,13582,mitochondrion
NC_021144.1,460528,13632,mitochondrion
NC_021145.1,66787,14296,mitochondrion
NC_021146.1,158019,16208,mitochondrion
NC_021152.1,3415,553721,mitochondrion
NC_021189.1,1262161,195597,photosynthetic plastid
NC_021368.1,2717088,16678,mitochondrion
NC_021369.1,928324,16198,mitochondrion
NC_021370.1,127353,15122,mitochondrion
NC_021371.1,55534,16749,mitochondrion
NC_021372.1,38686,142077,photosynthetic plastid
NC_021373.1,38945,88508,mitochondrion
NC_021374.1,215382,16537,mitochondrion
NC_021375.1,2302425,17199,mitochondrion
NC_021376.1,341733,16694,mitochondrion
NC_021377.1,244454,16758,mitochondrion
NC_021379.1,469652,15364,mitochondrion
NC_021380.1,441232,15284,mitochondrion
NC_021381.1,34871,16555,mitochondrion
NC_021383.1,351233,15742,mitochondrion
NC_021384.1,1224734,15473,mitochondrion
NC_021385.1,369660,16599,mitochondrion
NC_021386.1,34839,16580,mitochondrion
NC_021387.1,190504,16571,mitochondrion
NC_021389.1,1133088,15355,mitochondrion
NC_021390.1,248137,16796,mitochondrion
NC_021391.1,248138,16548,mitochondrion
NC_021392.1,1238137,16538,mitochondrion
NC_021393.1,175793,16533,mitochondrion
NC_021394.1,2859042,16534,mitochondrion
NC_021395.1,175794,16533,mitochondrion
NC_021396.1,480707,15343,mitochondrion
NC_021397.1,1258561,16144,mitochondrion
NC_021398.1,183721,17160,mitochondrion
NC_021399.1,50236,450826,mitochondrion
NC_021400.1,1264641,15589,mitochondrion
NC_021401.1,7463,17694,mitochondrion
NC_021402.1,242841,17239,mitochondrion
NC_021403.1,1273176,16833,mitochondrion
NC_021404.1,332607,15722,mitochondrion
NC_021405.1,327818,16770,mitochondrion
NC_021406.1,570418,16189,mitochondrion
NC_021407.1,1194547,16512,mitochondrion
NC_021408.1,74588,16790,mitochondrion
NC_021409.1,263521,16674,mitochondrion
NC_021410.1,254370,15261,mitochondrion
NC_021411.1,76201,15357,mitochondrion
NC_021412.1,103944,17234,mitochondrion
NC_021414.1,263419,16623,mitochondrion
NC_021415.1,1305651,16221,mitochondrion
NC_021416.1,1304801,15463,mitochondrion
NC_021417.1,113103,16612,mitochondrion
NC_021418.1,194365,16622,mitochondrion
NC_021419.1,1077142,16720,mitochondrion
NC_021420.1,263517,16674,mitochondrion
NC_021421.1,361649,16676,mitochondrion
NC_021423.1,4058,154950,photosynthetic plastid
NC_021424.1,948358,18133,mitochondrion
NC_021425.1,13715,164467,photosynthetic plastid
NC_021426.1,4407,165945,photosynthetic plastid
NC_021428.1,1310335,15873,mitochondrion
NC_021429.1,112603,156904,photosynthetic plastid
NC_021430.1,112615,155548,photosynthetic plastid
NC_021431.1,162386,155627,photosynthetic plastid
NC_021432.1,160538,156286,photosynthetic plastid
NC_021433.1,1324860,155308,photosynthetic plastid
NC_021434.2,27616,16343,mitochondrion
NC_021435.1,9760,16349,mitochondrion
NC_021436.1,456999,235849,mitochondrion
NC_021437.1,28977,135334,photosynthetic plastid
NC_021438.1,3381,115019,photosynthetic plastid
NC_021439.1,88730,119739,photosynthetic plastid
NC_021440.1,3352,121530,photosynthetic plastid
NC_021441.1,99815,131413,photosynthetic plastid
NC_021442.1,57985,16694,mitochondrion
NC_021443.1,57980,16719,mitochondrion
NC_021444.1,283034,16542,mitochondrion
NC_021445.1,125294,16796,mitochondrion
NC_021446.1,604079,16772,mitochondrion
NC_021447.1,1300979,16644,mitochondrion
NC_021448.1,183910,16592,mitochondrion
NC_021450.1,308564,16797,mitochondrion
NC_021451.1,1001917,16568,mitochondrion
NC_021452.1,13037,15314,mitochondrion
NC_021453.1,257887,16503,mitochondrion
NC_021454.1,109284,16523,mitochondrion
NC_021455.1,1308043,156328,photosynthetic plastid
NC_021456.1,3329,124084,photosynthetic plastid
NC_021457.1,94035,13688,mitochondrion
NC_021458.1,174403,16303,mitochondrion
NC_021459.1,192376,16514,mitochondrion
NC_021460.1,163124,16509,mitochondrion
NC_021461.1,34892,16385,mitochondrion
NC_021462.1,309922,16920,mitochondrion
NC_021463.1,30301,14928,mitochondrion
NC_021464.1,569436,14424,mitochondrion
NC_021465.1,569434,14418,mitochondrion
NC_021466.1,569430,15074,mitochondrion
NC_021467.1,1256663,14427,mitochondrion
NC_021468.1,1256665,14677,mitochondrion
NC_021469.1,201961,17146,mitochondrion
NC_021473.1,865996,16607,mitochondrion
NC_021474.1,79643,15972,mitochondrion
NC_021475.1,2785,42268,mitochondrion
NC_021476.1,356193,18256,mitochondrion
NC_021477.1,414352,18554,mitochondrion
NC_021478.1,53275,16575,mitochondrion
NC_021479.1,176946,17617,mitochondrion
NC_021596.1,400069,16538,mitochondrion
NC_021597.1,175778,16539,mitochondrion
NC_021598.1,2202370,16561,mitochondrion
NC_021600.1,278783,16532,mitochondrion
NC_021601.1,205338,16542,mitochondrion
NC_021602.1,175801,16536,mitochondrion
NC_021603.1,1128653,16588,mitochondrion
NC_021604.1,175784,16598,mitochondrion
NC_021605.1,385307,16474,mitochondrion
NC_021606.1,175774,16503,mitochondrion
NC_021608.1,231675,16539,mitochondrion
NC_021609.1,227619,15605,mitochondrion
NC_021610.1,334753,15649,mitochondrion
NC_021611.1,281847,12055,mitochondrion
NC_021612.1,308562,16761,mitochondrion
NC_021614.1,304459,16497,mitochondrion
NC_021615.1,1213687,16720,mitochondrion
NC_021616.1,75369,16549,mitochondrion
NC_021617.1,638490,15250,mitochondrion
NC_021618.1,1260292,191270,photosynthetic plastid
NC_021619.1,316144,16572,mitochondrion
NC_021620.1,210139,16470,mitochondrion
NC_021621.1,59894,16787,mitochondrion
NC_021636.1,44015,152728,photosynthetic plastid
NC_021637.1,33658,107461,photosynthetic plastid
NC_021639.1,90893,37976,mitochondrion
NC_021640.1,416841,37628,mitochondrion
NC_021641.1,981581,16737,mitochondrion
NC_021642.1,46685,13977,mitochondrion
NC_021643.1,65462,13931,mitochondrion
NC_021644.1,160766,16597,mitochondrion
NC_021645.1,45689,152381,photosynthetic plastid
NC_021646.1,96944,152618,photosynthetic plastid
NC_021647.1,48924,152518,photosynthetic plastid
NC_021648.1,82538,152804,photosynthetic plastid
NC_021649.1,45690,153023,photosynthetic plastid
NC_021650.1,713886,152783,photosynthetic plastid
NC_021651.1,8042,16651,mitochondrion
NC_021746.1,473868,15301,mitochondrion
NC_021748.1,108931,17619,mitochondrion
NC_021749.1,29065,16486,mitochondrion
NC_021750.1,5315,60635,mitochondrion
NC_021751.1,92062,16521,mitochondrion
NC_021752.1,310915,16522,mitochondrion
NC_021753.1,198231,15699,mitochondrion
NC_021754.1,307936,15652,mitochondrion
NC_021755.1,210638,16576,mitochondrion
NC_021756.1,1351926,15351,mitochondrion
NC_021757.1,111304,16684,mitochondrion
NC_021758.1,257889,16506,mitochondrion
NC_021759.1,349659,16571,mitochondrion
NC_021761.1,4550,114843,photosynthetic plastid
NC_021762.1,4572,115773,photosynthetic plastid
NC_021763.1,86241,16493,mitochondrion
NC_021764.1,867385,16972,mitochondrion
NC_021765.1,309926,16786,mitochondrion
NC_021766.1,80427,17090,mitochondrion
NC_021767.1,651721,18039,mitochondrion
NC_021768.2,571825,16701,mitochondrion
NC_021769.1,328526,16587,mitochondrion
NC_021770.1,63978,15282,mitochondrion
NC_021771.1,1358780,17027,mitochondrion
NC_021931.1,2779804,104252,mitochondrion
NC_021932.1,118452,15160,mitochondrion
NC_021933.1,382869,15282,mitochondrion
NC_021934.1,1176341,15115,mitochondrion
NC_021935.1,172908,17288,mitochondrion
NC_021936.1,29650,156366,photosynthetic plastid
NC_021937.1,120502,17741,mitochondrion
NC_021939.1,30591,16555,mitochondrion
NC_021940.1,122246,16787,mitochondrion
NC_021941.1,52231,16502,mitochondrion
NC_021942.1,9493,16520,mitochondrion
NC_021943.1,75569,16551,mitochondrion
NC_021944.1,867370,16544,mitochondrion
NC_021946.1,198627,16706,mitochondrion
NC_021947.1,9538,16676,mitochondrion
NC_021948.1,859983,16280,mitochondrion
NC_021949.1,30609,16650,mitochondrion
NC_021950.1,13557,16878,mitochondrion
NC_021951.1,9519,16595,mitochondrion
NC_021952.1,30588,16872,mitochondrion
NC_021953.1,78866,16936,mitochondrion
NC_021954.1,75566,16563,mitochondrion
NC_021955.1,300163,16791,mitochondrion
NC_021956.1,9561,16546,mitochondrion
NC_021957.1,61853,16478,mitochondrion
NC_021958.1,261741,16735,mitochondrion
NC_021959.1,1328070,16765,mitochondrion
NC_021960.1,9490,16551,mitochondrion
NC_021961.1,174599,16527,mitochondrion
NC_021962.1,1221527,15301,mitochondrion
NC_021963.1,1352416,16905,mitochondrion
NC_021964.1,3363546,16910,mitochondrion
NC_021965.1,202457,16551,mitochondrion
NC_021969.1,215406,16737,mitochondrion
NC_021971.1,1378109,15928,mitochondrion
NC_021972.1,369674,16601,mitochondrion
NC_021973.1,2985178,16899,mitochondrion
NC_021974.2,48708,16347,mitochondrion
NC_021975.1,50650,17027,mitochondrion
NC_022133.1,37682,114112,photosynthetic plastid
NC_022134.1,1207000,15233,mitochondrion
NC_022135.1,4573,113536,photosynthetic plastid
NC_022136.1,13824,157260,photosynthetic plastid
NC_022137.1,388472,151628,photosynthetic plastid
NC_022138.1,300415,16770,mitochondrion
NC_022139.1,334915,16768,mitochondrion
NC_022140.1,327809,16605,mitochondrion
NC_022141.1,327776,16538,mitochondrion
NC_022142.1,309930,16767,mitochondrion
NC_022143.1,160708,16587,mitochondrion
NC_022144.1,658196,59633,mitochondrion
NC_022145.1,356813,16599,mitochondrion
NC_022146.1,74369,17159,mitochondrion
NC_022147.1,980326,16976,mitochondrion
NC_022148.1,582428,16706,mitochondrion
NC_022149.1,221414,16545,mitochondrion
NC_022150.1,433632,16800,mitochondrion
NC_022152.1,694444,32135,mitochondrion
NC_022153.1,434039,46389,mitochondrion
NC_022154.1,4929,31070,mitochondrion
