acc,taxid,title,slen
NC_036063.1,334777,"Traulia minuta mitochondrion, complete genome",15636
NC_036064.1,1559511,"Manis gigantea mitochondrion, complete genome",16540
NC_036065.1,13142,"Melaphis rhois mitochondrion, complete genome",15436
NC_036066.1,2040515,"Dorcadia ioffi mitochondrion, complete genome",16785
NC_036067.1,2040468,"Dolichovespula panda mitochondrion, complete genome",17137
NC_036068.1,500102,"Tectus pyramis mitochondrion, complete genome",18439
NC_036069.1,51004,"Sinowilsonia henryi chloroplast, complete genome",158741
NC_036070.1,1243175,"Mugilogobius myxodermus mitochondrion, complete genome",16495
NC_036071.1,2041126,"Lobelia galpinii plastid, complete genome",165607
NC_036072.1,2041127,"Lobelia hartlaubii plastid, complete genome",162298
NC_036073.1,210362,"Lobelia holstii plastid, complete genome",161906
NC_036074.1,2041130,"Lobelia laxa plastid, complete genome",166601
NC_036075.1,2041131,"Lobelia linearis plastid, complete genome",167549
NC_036076.1,2041132,"Lobelia malowensis plastid, complete genome",159907
NC_036077.1,2041133,"Lobelia patula plastid, complete genome",161109
NC_036078.1,113203,"Lobelia puberula plastid, complete genome",163621
NC_036079.1,673919,"Lobelia sonderiana plastid, complete genome",167593
NC_036080.1,1441989,"Lobelia spicata plastid, complete genome",165680
NC_036081.1,2041134,"Lobelia thermalis plastid, complete genome",163968
NC_036082.1,2041135,"Monopsis alba plastid, complete genome",167768
NC_036083.1,2041137,"Monopsis flava plastid, complete genome",167534
NC_036084.1,54173,"Carpodetus serratus plastid, complete genome",162105
NC_036085.1,268274,"Lobelia physaloides plastid, complete genome",170087
NC_036086.1,2041112,"Cyphia angustiloba plastid, complete genome",185219
NC_036087.1,2041113,"Cyphia banksiana plastid, complete genome",170666
NC_036088.1,2041114,"Cyphia belfastica plastid, complete genome",184784
NC_036089.1,2041116,"Cyphia crenata plastid, complete genome",178956
NC_036090.1,2041117,"Cyphia dentariifolia plastid, complete genome",175713
NC_036091.1,2041119,"Cyphia glandulifera plastid, complete genome",176129
NC_036092.1,2041120,"Cyphia phyteuma plastid, complete genome",173434
NC_036093.1,2041121,"Cyphia schlechteri plastid, complete genome",183788
NC_036094.1,2041122,"Cyphia tortilis plastid, complete genome",187672
NC_036095.1,105189,"Grammatotheca bergiana plastid, complete genome",171493
NC_036096.1,2041123,"Lobelia baumannii plastid, complete genome",162280
NC_036097.1,76578,"Lobelia cardinalis plastid, complete genome",166665
NC_036098.1,16430,"Lobelia erinus plastid, complete genome",166019
NC_036099.1,151065,"Dodonaea viscosa chloroplast, complete genome",159375
NC_036100.1,1245227,"Chirita eburnea voucher CEBURN20170516 chloroplast, complete genome",152963
NC_036101.1,1205707,"Primulina liboensis voucher CLIB14R20170516 chloroplast, complete genome",152989
NC_036103.1,45577,"Candida psychrophila strain NRRL Y-17665 mitochondrion, complete genome",38445
NC_036104.1,116153,"Aethina tumida mitochondrion, complete genome",16576
NC_036105.1,884146,"Vitis x champinii chloroplast INRA:8022 Mtp1 DNA, complete genome",161012
NC_036106.1,249398,Fusarium commune strain JCM11502 complete mitochondrion genome,47526
NC_036107.1,321196,"Sarcophaga misera mitochondrion, complete genome",14944
NC_036108.1,2041218,"Gastrolina thoracica mitochondrion, complete genome",16109
NC_036109.1,1915067,"Tibetia liangshanensis voucher Liuj153027 chloroplast, complete genome",123372
NC_036110.1,763953,"Bunias erucago chloroplast genome, complete sequence, specimen voucher OSBU:12478",153742
NC_036111.1,358661,"Bunias orientalis chloroplast genome, complete sequence, specimen voucher RO12",154012
NC_036113.1,318917,"Loudetia simplex voucher K:MSV1049 chloroplast, complete genome",138600
NC_036114.1,158147,"Paspalum paniculatum voucher K:MSV500 chloroplast, complete genome",157507
NC_036115.1,1671114,"Tristachya humbertii voucher K:MSV1369 chloroplast, complete genome",139098
NC_036116.1,158165,"Streptostachys asperifolia voucher P:GB01-2012 chloroplast, complete genome",140576
NC_036117.1,1478600,"Sartidia isaloensis voucher K:MSV1325 chloroplast, complete genome",138607
NC_036118.1,2057680,"Saccharum hildebrandtii voucher TAN:LRK2008 chloroplast, complete genome",140901
NC_036119.1,1565112,"Pseudolasiacis leptolomoides voucher K:MSV983 chloroplast, complete genome",140480
NC_036120.1,1056933,"Panicum pygmaeum isolate AWECm chloroplast, complete genome",140996
NC_036121.1,2041602,"Panicum lycopodioides voucher GB04-2013 chloroplast, complete genome",138954
NC_036122.1,1671078,"Merxmuellera tsaratananensis voucher L:MSV486 chloroplast, complete genome",136522
NC_036123.1,416047,"Lasiacis nigra voucher GB02-2014 chloroplast, complete genome",140431
NC_036124.1,1718245,"Hildaea pallens voucher GB06-2014 chloroplast, complete genome",139145
NC_036125.1,997066,"Homolepis aturensis voucher P:GB06-2012 chloroplast, complete genome",138757
NC_036126.1,1755048,"Entolasia imbricata isolate ARS-GRIN PI 381340 chloroplast, complete genome",140721
NC_036127.1,1755046,"Echinochloa ugandensis voucher K:MSV706 chloroplast, complete genome",139592
NC_036128.1,338578,"Echinochloa stagnina voucher K:RCH49 chloroplast, complete genome",139886
NC_036129.1,1262099,"Axonopus ramosus voucher P:GB03-2012 chloroplast, complete genome",139596
NC_036130.1,1485642,"Aristida rufescens voucher K:MSV330 chloroplast, complete genome",137659
NC_036131.1,317752,"Yanocephalus yanonis mitochondrion, complete genome",15623
NC_036132.1,243326,"Charybdis natator mitochondrion, complete genome",15664
NC_036133.1,23207,"Prunus serotina chloroplast, complete genome",158778
NC_036134.1,2041848,"Gynostemma laxiflorum chloroplast, complete genome",158273
NC_036135.1,1592219,"Gynostemma caulopterum chloroplast, complete genome",157937
NC_036136.1,555432,"Gynostemma pentagynum chloroplast, complete genome",157791
NC_036137.1,3117,"Ulva prolifera chloroplast, complete genome",93066
NC_036140.1,555431,"Gynostemma longipes chloroplast, complete genome",157601
NC_036141.1,1348122,"Gynostemma 'burmanicum' chloroplast, complete genome",157687
NC_036142.1,2041849,"Gynostemma pubescens chloroplast, complete genome",157666
NC_036143.1,943101,"Phoebe zhennan chloroplast, complete genome",152831
NC_036144.1,49224,"Trichoderma hamatum, complete genome",32763
NC_036145.1,214916,"Cottus asper mitochondrion, complete genome",16511
NC_036146.1,446432,"Cottus perifretum mitochondrion, complete genome",16523
NC_036147.1,446433,"Cottus rhenanus mitochondrion, complete genome",16522
NC_036148.1,200676,"Comephorus baicalensis isolate B45 mitochondrion, complete genome",16530
NC_036149.1,61641,"Comephorus dybowskii isolate m225 mitochondrion, complete genome",16527
NC_036150.1,184739,"Erpobdella japonica mitochondrion, complete genome",14725
NC_036151.1,47091,"Lessertia frutescens chloroplast, complete genome",122700
NC_036152.1,266420,"Aristolochia contorta chloroplast, complete genome",160576
NC_036153.1,158541,"Aristolochia debilis chloroplast, complete genome",159793
NC_036154.1,112799,"Japonolirion osense chloroplast DNA, complete genome",158020
NC_036155.2,183418,"Apis laboriosa mitochondrial DNA, complete sequence",15510
NC_036156.1,1435189,"Hydromanicus wulaianus mitochondrion, complete genome",15289
NC_036157.1,618637,"Sinodendron yunnanense mitochondrion, complete genome",16921
NC_036158.1,4829,"Absidia glauca strain CBS 101.48 mitochondrion, complete genome",63080
NC_036218.1,218196,"Moniezia benedeni isolate Guangxi20151207-1 mitochondrion, complete genome",13958
NC_036219.1,28841,"Moniezia expansa strain Guangxi20151207-2 mitochondrion, complete genome",13934
NC_036220.1,1469280,"Tagiades litigiosa mitochondrion, complete genome",15359
NC_036221.1,82271,"Adenophora divaricata chloroplast, complete genome",176331
NC_036222.1,1049775,"Adenophora erecta chloroplast, complete genome",173324
NC_036223.1,82279,"Adenophora stricta chloroplast, complete genome",159759
NC_036225.1,308078,"Eleotris amblyopsis voucher stri-16837 mitochondrion, complete genome",16519
NC_036226.1,308077,"Eleotris picta voucher stri-6991 mitochondrion, complete genome",16547
NC_036227.1,308072,"Gobiomorus maculatus voucher stri-7077 mitochondrion, complete genome",16536
NC_036228.1,1828458,"Hemieleotris latifasciata voucher stri-7098 mitochondrion, complete genome",16523
NC_036229.1,1956186,"Sicydium altum voucher stri-4981 mitochondrion, complete genome",16499
NC_036230.1,1365579,"Sicydium salvini voucher stri-660 mitochondrion, complete genome",16501
NC_036231.1,2045360,"Batrachospermaceae sp. DIW-2017a voucher BHO:A-1418 mitochondrion, complete genome",25191
NC_036232.1,581012,"Osteobrama belangeri voucher OB-WM-MN-01 mitochondrion, complete genome",16602
NC_036233.1,209166,"Ompok bimaculatus voucher OB-WM-TR01 mitochondrion, complete genome",16482
NC_036234.1,103939,"Gloydius strauchi mitochondrion, complete genome",17224
NC_036235.1,96030,"Apis nuluensis voucher 1929 mitochondrion, complete genome",15843
NC_036236.1,46147,"Portulaca oleracea chloroplast, complete genome",156533
NC_036260.1,280454,"Apostasia wallichii chloroplast DNA, complete genome",156126
NC_036261.1,931308,"Tachyta nana voucher BMNH 832958 mitochondrion, complete genome",16165
NC_036262.1,1117389,"Hylastes brunneus voucher BMNH 1046727 mitochondrion, complete genome",15774
NC_036263.1,7168,"Anopheles dirus mitochondrion, complete genome",15406
NC_036264.1,37081,"Spheniscus magellanicus isolate 2 mitochondrion, complete genome",16546
NC_036265.1,442089,"Incoltorrida madagassica voucher BMNH 670733 mitochondrion, complete genome",16139
NC_036266.1,346807,"Monotoma quadricollis voucher BMNH 676892 mitochondrion, complete genome",16064
NC_036267.1,153018,"Byturus ochraceus voucher BMNH 677381 mitochondrion, complete genome",15143
NC_036268.1,877769,"Amara communis voucher BMNH 677553 mitochondrion, complete genome",15745
NC_036269.1,296008,"Usechus lacerta voucher BMNH 679350 mitochondrion, complete genome",15289
NC_036270.1,395081,"Hydrochus carinatus voucher BMNH 729517 mitochondrion, complete genome",16825
NC_036271.1,107775,"Amphizoa insolens voucher BMNH 799022 mitochondrion, complete genome",15117
NC_036272.1,703254,"Anatis ocellata voucher BMNH 833044 mitochondrion, complete genome",17092
NC_036273.1,878982,"Silvanus bidentatus voucher BMNH 833384 mitochondrion, complete genome",17220
NC_036274.1,295991,"Vincenzellus ruficollis voucher BMNH 833403 mitochondrion, complete genome",15754
NC_036275.1,1553287,"Dryops ernesti voucher BMNH 833433 mitochondrion, complete genome",15672
NC_036276.1,296006,"Tetratoma fungorum voucher BMNH 833898 mitochondrion, complete genome",15089
NC_036277.1,433262,"Pelecotoma fennica voucher BMNH 842676 mitochondrion, complete genome",15946
NC_036278.1,1490181,"Eucinetus haemorrhoidalis voucher BMNH 842710 mitochondrion, complete genome",17954
NC_036279.1,3107951,"Horatocera niponica voucher BMNH 900056 mitochondrion, complete genome",16107
NC_036280.1,429336,"Xylosandrus germanus voucher BMNH 1045796 mitochondrion, complete genome",16099
NC_036281.1,55985,"Ips sexdentatus voucher BMNH 1047373 mitochondrion, complete genome",18579
NC_036282.1,1367338,"Dryocoetes villosus voucher BMNH 1047382 mitochondrion, complete genome",15859
NC_036283.1,195578,"Xylosandrus morigerus voucher BMNH 1040336 mitochondrion, complete genome",16246
NC_036284.1,124033,"Xylosandrus crassiusculus voucher BMNH 1043087 mitochondrion, complete genome",16875
NC_036285.1,1897477,"Trypophloeus asperatus voucher BMNH 1046450 mitochondrion, complete genome",17039
NC_036286.1,1220309,"Trypodendron domesticum voucher BMNH 1046468 mitochondrion, complete genome",16986
NC_036287.1,124009,"Dryocoetes autographus voucher BMNH 1046726 mitochondrion, complete genome",17055
NC_036288.1,471227,"Pityophthorus pubescens voucher BMNH 1047183 mitochondrion, complete genome",17316
NC_036289.1,1325381,"Pityogenes bidentatus voucher BMNH 1047342 mitochondrion, complete genome",18781
NC_036290.1,471226,"Hylastes attenuatus voucher BMNH 1047345 mitochondrion, complete genome",17409
NC_036291.1,102854,"Orthotomicus laricis voucher BMNH 1047365 mitochondrion, complete genome",18887
NC_036292.1,879022,"Trypodendron signatum voucher BMNH 1047368 mitochondrion, complete genome",16909
NC_036293.1,748732,"Anisandrus dispar voucher BMNH 1047383 mitochondrion, complete genome",16665
NC_036294.1,1220286,"Gnathotrichus materiarius voucher BMNH 1047412 mitochondrion, complete genome",16871
NC_036295.1,2566501,"Cyclorhipidion bodoanus voucher BMNH 1047413 mitochondrion, complete genome",15899
NC_036296.1,1928073,"Maiestas dorsalis mitochondrion, complete genome",15352
NC_036297.1,156760,"Spheniscus mendiculus mitochondrion, complete genome",16367
NC_036298.1,1256066,"Japananus hyalinus mitochondrion, complete genome",15364
NC_036299.1,1195776,"Pleuronichthys japonicus mitochondrion, complete genome",17325
NC_036300.1,86990,"Emmenopterys henryi voucher XGS20161127 chloroplast, complete genome",155379
NC_036301.1,1897780,"Discogobio longibarbatus isolate KIZ201109 mitochondrion, complete genome",16594
NC_036302.1,2047826,"Calophya californica voucher DP2.idba.199 mitochondrion, complete genome",15273
NC_036304.1,1705841,"Iodes cirrhosa chloroplast, complete genome",151994
NC_036305.1,2048240,"Paratetraonchoides inermis mitochondrion, complete genome",14654
NC_036306.1,227909,"Taxillus chinensis chloroplast, complete genome",121363
NC_036307.1,227910,"Taxillus sutchuenensis chloroplast, complete genome",122562
NC_036308.1,375143,"Camallanus cotti mitochondrion, complete genome",17901
NC_036309.1,111670,"Cladonia rangiferina voucher NY:Lendemer 46392 mitochondrion, complete genome",59116
NC_036311.1,1735385,"Codonopsis minima chloroplast, complete genome",169321
NC_036312.1,159325,"Myotis dominicensis mitochondrion, complete genome",16999
NC_036313.1,257883,"Myotis evotis mitochondrion, complete genome",17039
NC_036314.1,159327,"Myotis keaysi mitochondrion, complete genome",17057
NC_036316.1,159332,"Myotis oxyotus mitochondrion, complete genome",17067
NC_036317.1,124752,"Myotis riparius mitochondrion, complete genome",17074
NC_036318.1,153286,"Myotis nigricans mitochondrion, complete genome",17067
NC_036319.1,159337,"Myotis yumanensis mitochondrion, complete genome",17268
NC_036321.1,27668,"Myotis leibii mitochondrion, complete genome",16997
NC_036323.1,153287,"Myotis thysanodes mitochondrion, complete genome",17018
NC_036324.1,384633,"Myotis atacamensis mitochondrion, complete genome",17100
NC_036325.1,138977,"Myotis horsfieldii mitochondrion, complete genome",17083
NC_036327.1,159322,"Myotis albescens mitochondrion, complete genome",17126
NC_036328.1,385035,"Myotis martiniquensis mitochondrion, complete genome",17170
NC_036329.1,512341,"Atractosteus tristoechus voucher C34 mitochondrion, complete genome",16290
NC_036330.1,59483,"Tadarida teniotis mitochondrion, complete genome",16869
NC_036331.1,2049285,"Tadarida latouchei voucher ROM MAM 118321 mitochondrion, complete genome",16784
NC_036332.1,396721,"Phaedyma columella voucher N1-0653 mitochondrion, complete genome",15197
NC_036333.1,2049401,"Patsuia sinensium voucher N1-1012 mitochondrion, complete genome",15192
NC_036334.1,412139,"Moduza procris voucher N1-2294 mitochondrion, complete genome",15195
NC_036335.1,390490,"Typhlatya miravetensis mitochondrion, complete genome",15865
NC_036337.1,9240,"Spheniscus humboldti mitochondrion, complete genome",16658
NC_036340.1,5537,"Rhodotorula mucilaginosa strain RIT389 mitochondrion, complete genome",47023
NC_036341.1,58228,"Garcinia mangostana voucher PDBK 2014-0243 chloroplast, complete genome",158179
NC_036342.1,141752,"Pleione bulbocodioides chloroplast, complete genome",159269
NC_036343.1,2051043,"Parapolybia crocea mitochondrion, complete genome",16619
